,Ratings,Full_review
4667,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4668,5,Awesome as aspected
4669,5,Awesome purchase during BBD 2018.
4670,5,Got it in 45K.. good deal
4671,5,this is the only one of the best in a world
4672,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4673,5,Awesome man!
4674,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4675,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4676,5,Made like a gun
4677,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4678,5,Awesome as aspected
4679,5,Awesome purchase during BBD 2018.
4680,5,Got it in 45K.. good deal
4681,5,this is the only one of the best in a world
4682,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4683,5,Awesome man!
4684,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4685,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4686,5,Made like a gun
4687,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4688,5,Awesome as aspected
4689,5,Awesome purchase during BBD 2018.
4690,5,Got it in 45K.. good deal
4691,5,this is the only one of the best in a world
4692,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4693,5,Awesome man!
4694,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4695,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4696,5,Made like a gun
4697,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4698,5,Awesome as aspected
4699,5,Awesome purchase during BBD 2018.
4700,5,Got it in 45K.. good deal
4701,5,this is the only one of the best in a world
4702,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4703,5,Awesome man!
4704,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4705,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4706,5,Made like a gun
4707,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4708,5,Awesome as aspected
4709,5,Awesome purchase during BBD 2018.
4710,5,Got it in 45K.. good deal
4711,5,this is the only one of the best in a world
4712,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4713,5,Awesome man!
4714,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4715,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4716,5,Made like a gun
4717,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4718,5,Awesome as aspected
4719,5,Awesome purchase during BBD 2018.
4720,5,Got it in 45K.. good deal
4721,5,this is the only one of the best in a world
4722,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4723,5,Awesome man!
4724,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4725,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4726,5,Made like a gun
4727,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
